"","Model","Quantity","Year","Month"
"22428","EXECUTIVE_CARS",NA,"2015","06"
"22429","ALPINA B6","5","2015","06"
"22430","ALPINA D5 BITURBO","5","2015","06"
"22431","AUDI A6, S6, RS6","4363","2015","06"
"22432","BMW 5ER","1939","2015","06"
"22433","INFINITI M","8","2015","06"
"22434","JAGUAR XF","153","2015","06"
"22435","LEXUS GS","9","2015","06"
"22436","MERCEDES E-KLASSE","3312","2015","06"
"22437","VOLVO 70","220","2015","06"
"22438","VOLVO 80","17","2015","06"
"22439","SONSTIGE","3","2015","06"
"22440","ZUSAMMEN","10034","2015","06"
"22441","OBERKLASSE",NA,"2015","06"
"22442","ALPINA B7 BITURBO","-","2015","06"
"22443","AUDI A7, S7, RS7","454","2015","06"
"22444","AUDI A8, S8","256","2015","06"
"22445","BENTLEY CONTINENTAL","62","2015","06"
"22446","BENTLEY MULSANNE","1","2015","06"
"22447","BMW 6ER","222","2015","06"
"22448","BMW 7ER","84","2015","06"
"22449","CADILLAC CTS","3","2015","06"
"22450","JAGUAR XJ","15","2015","06"
"22451","LEXUS LS","3","2015","06"
"22452","MASERATI QUATTROPORTE","12","2015","06"
"22453","MAYBACH","3","2015","06"
"22454","MERCEDES CL-KLASSE","-","2015","06"
"22455","MERCEDES CLS","490","2015","06"
"22456","MERCEDES S-KLASSE","609","2015","06"
"22457","PORSCHE PANAMERA","177","2015","06"
"22458","ROLLS-ROYCE GHOST","4","2015","06"
"22459","ROLLS-ROYCE PHANTOM","2","2015","06"
"22460","ROLLS-ROYCE WRAITH","4","2015","06"
"22461","TESLA MODEL S","224","2015","06"
"22462","VW PHAETON","147","2015","06"
"22463","ZUSAMMEN","2772","2015","06"
"22464","SUVs",NA,"2015","06"
"22465","ALPINA XD3 BITURBO","8","2015","06"
"22466","BMW X1","3465","2015","06"
"22467","BMW X4","620","2015","06"
"22468","CADILLAC SRX","-","2015","06"
"22469","CHEVROLET TRAX","-","2015","06"
"22470","CITROEN C4 CACTUS","673","2015","06"
"22471","DACIA DUSTER","1367","2015","06"
"22472","FIAT SEDICI","-","2015","06"
"22473","FORD ECOSPORT","637","2015","06"
"22474","FORD KUGA","2941","2015","06"
"22475","HONDA CR-V","573","2015","06"
"22476","HONDA HR-V","20","2015","06"
"22477","HYUNDAI IX 35","2902","2015","06"
"22478","INFINITI EX","3","2015","06"
"22479","INFINITI FX","82","2015","06"
"22480","KIA SPORTAGE","1237","2015","06"
"22481","LADA NIVA","61","2015","06"
"22482","LEXUS NX","46","2015","06"
"22483","LEXUS RX","16","2015","06"
"22484","MAZDA CX-3","800","2015","06"
"22485","MAZDA CX-5","1765","2015","06"
"22486","MAZDA CX-9","19","2015","06"
"22487","MERCEDES GLA","1543","2015","06"
"22488","MERCEDES GLK","774","2015","06"
"22489","MITSUBISHI ASX","1333","2015","06"
"22490","MITSUBISHI OUTLANDER","648","2015","06"
"22491","NISSAN MURANO","24","2015","06"
"22492","NISSAN QASHQAI","2289","2015","06"
"22493","OPEL ANTARA","36","2015","06"
"22494","OPEL MOKKA","3524","2015","06"
"22495","PEUGEOT 2008","950","2015","06"
"22496","PEUGEOT 4008","19","2015","06"
"22497","RENAULT CAPTUR","1514","2015","06"
"22498","RENAULT KADJAR","673","2015","06"
"22499","RENAULT KOLEOS","36","2015","06"
"22500","SKODA YETI","2224","2015","06"
"22501","SSANGYONG KORANDO","109","2015","06"
"22502","SSANGYONG TIVOLI","37","2015","06"
"22503","SUBARU XV","123","2015","06"
"22504","SUZUKI SX4","386","2015","06"
"22505","SUZUKI VITARA","663","2015","06"
"22506","TOYOTA RAV 4","522","2015","06"
"22507","VOLVO XC70","101","2015","06"
"22508","SONSTIGE","-","2015","06"
"22509","ZUSAMMEN","34763","2015","06"
"22510","GELÄNDEWAGEN",NA,"2015","06"
"22511","AUDI Q3","2687","2015","06"
"22512","AUDI Q5","2102","2015","06"
"22513","AUDI Q7","839","2015","06"
"22514","BMW X3","1504","2015","06"
"22515","BMW X5","1154","2015","06"
"22516","BMW X6","341","2015","06"
"22517","CADILLAC ESCALADE","6","2015","06"
"22518","HYUNDAI SANTA FE","292","2015","06"
"22519","JEEP CHEROKEE","115","2015","06"
"22520","JEEP COMPASS","22","2015","06"
"22521","JEEP GRAND CHEROKEE","372","2015","06"
"22522","JEEP RENEGADE","578","2015","06"
"22523","JEEP WRANGLER","242","2015","06"
"22524","KIA SORENTO","649","2015","06"
"22525","LAND ROVER DISCOVERY","131","2015","06"
"22526","LAND ROVER DISCOVERY SPORT","355","2015","06"
"22527","LAND ROVER FREELANDER","-","2015","06"
"22528","LAND ROVER RANGE ROVER","347","2015","06"
"22529","LAND ROVER RANGE ROVER EVO.","563","2015","06"
"22530","LAND ROVER RANGE ROVER SPORT","550","2015","06"
"22531","MERCEDES G-KLASSE","255","2015","06"
"22532","MERCEDES GL-KLASSE","138","2015","06"
"22533","MERCEDES ML-KLASSE","687","2015","06"
"22534","MITSUBISHI PAJERO","149","2015","06"
"22535","NISSAN PATHFINDER","21","2015","06"
"22536","NISSAN X-TRAIL","620","2015","06"
"22537","PORSCHE CAYENNE","689","2015","06"
"22538","PORSCHE MACAN","690","2015","06"
"22539","SSANGYONG REXTON","53","2015","06"
"22540","SUBARU FORESTER","263","2015","06"
"22541","SUZUKI GRAND VITARA","22","2015","06"
"22542","SUZUKI JIMNY","343","2015","06"
"22543","TOYOTA LANDCRUISER","75","2015","06"
"22544","VOLVO XC60","1425","2015","06"
"22545","VOLVO XC90","771","2015","06"
"22546","VW TIGUAN","5354","2015","06"
"22547","VW TOUAREG","946","2015","06"
"22548","SONSTIGE","-","2015","06"
"22549","ZUSAMMEN","25350","2015","06"
"22550","SPORTS_CARS",NA,"2015","06"
"22551","ALFA 8C COMPETIZIONE","-","2015","06"
"22552","ASTON MARTIN DBS","1","2015","06"
"22553","ASTON MARTIN DB9","4","2015","06"
"22554","ASTON MARTIN RAPIDE","2","2015","06"
"22555","ASTON MARTIN VANQUISH","8","2015","06"
"22556","ASTON MARTIN V8","10","2015","06"
"22557","ASTON MARTIN V12","6","2015","06"
"22558","AUDI R8","97","2015","06"
"22559","AUDI TT","1245","2015","06"
"22560","BMW I8","36","2015","06"
"22561","BMW Z4","199","2015","06"
"22562","CHEVROLET CAMARO","21","2015","06"
"22563","CHEVROLET CORVETTE","47","2015","06"
"22564","FERRARI CALIFORNIA","20","2015","06"
"22565","FERRARI F 12","8","2015","06"
"22566","FERRARI FF","4","2015","06"
"22567","FERRARI 458","21","2015","06"
"22568","HONDA CR-Z","-","2015","06"
"22569","HYUNDAI VELOSTER","21","2015","06"
"22570","JAGUAR F-TYPE","174","2015","06"
"22571","JAGUAR XK","-","2015","06"
"22572","LAMBORGHINI AVENTADOR","23","2015","06"
"22573","LAMBORGHINI GALLARDO","1","2015","06"
"22574","LOTUS ELISE","15","2015","06"
"22575","LOTUS EVORA","4","2015","06"
"22576","LOTUS EXIGE","4","2015","06"
"22577","MASERATI GHIBLI","67","2015","06"
"22578","MASERATI GRANTURISMO","10","2015","06"
"22579","MERCEDES AMG GT","204","2015","06"
"22580","MERCEDES CLK","-","2015","06"
"22581","MERCEDES E-KLASSE COUPE","750","2015","06"
"22582","MERCEDES SL","71","2015","06"
"22583","MERCEDES SLK","390","2015","06"
"22584","MERCEDES SLS AMG","1","2015","06"
"22585","MORGAN AERO 8","1","2015","06"
"22586","MORGAN 4/4","10","2015","06"
"22587","NISSAN GT-R","14","2015","06"
"22588","NISSAN 370Z","17","2015","06"
"22589","OPEL SPEEDSTER","-","2015","06"
"22590","PEUGEOT RCZ","52","2015","06"
"22591","PORSCHE BOXSTER","247","2015","06"
"22592","PORSCHE CAYMAN","146","2015","06"
"22593","PORSCHE 911","728","2015","06"
"22594","SUBARU BRZ","3","2015","06"
"22595","TOYOTA GT 86","32","2015","06"
"22596","WIESMANN GT","-","2015","06"
"22597","WIESMANN ROADSTER","-","2015","06"
"22598","SONSTIGE","-","2015","06"
"22599","ZUSAMMEN","4714","2015","06"
"22600","VANS",NA,"2015","06"
"22601","MINI_VANS",NA,"2015","06"
"22602","DACIA LODGY","385","2015","06"
"22603","FORD B-MAX","681","2015","06"
"22604","FORD C-MAX","1763","2015","06"
"22605","HYUNDAI IX 20","786","2015","06"
"22606","KIA SOUL","335","2015","06"
"22607","KIA VENGA","517","2015","06"
"22608","MERCEDES B-KLASSE","3229","2015","06"
"22609","NISSAN NOTE","374","2015","06"
"22610","OPEL MERIVA","1772","2015","06"
"22611","PEUGEOT 3008","174","2015","06"
"22612","RENAULT SCENIC","1553","2015","06"
"22613","SEAT ALTEA","546","2015","06"
"22614","SKODA ROOMSTER","789","2015","06"
"22615","TOYOTA VERSO-S","211","2015","06"
"22616","SONSTIGE","1","2015","06"
"22617","ZUSAMMEN","13116","2015","06"
"22618","LARGE_VANS",NA,"2015","06"
"22619","CHEVROLET ORLANDO","1","2015","06"
"22620","FIAT FREEMONT","241","2015","06"
"22621","FORD GALAXY","102","2015","06"
"22622","FORD GRAND C-MAX","841","2015","06"
"22623","FORD S-MAX","339","2015","06"
"22624","KIA CARENS","293","2015","06"
"22625","LANCIA VOYAGER","80","2015","06"
"22626","MAZDA 5","337","2015","06"
"22627","MERCEDES V-KLASSE","2343","2015","06"
"22628","OPEL ZAFIRA","1647","2015","06"
"22629","PEUGEOT 5008","159","2015","06"
"22630","RENAULT ESPACE","227","2015","06"
"22631","SEAT ALHAMBRA","1049","2015","06"
"22632","SSANGYONG RODIUS","16","2015","06"
"22633","TOYOTA PRIUS PLUS","78","2015","06"
"22634","TOYOTA VERSO","460","2015","06"
"22635","VW SHARAN","2773","2015","06"
"22636","VW TOURAN","2704","2015","06"
"22637","SONSTIGE","1","2015","06"
"22638","ZUSAMMEN","13691","2015","06"
"22639","VANS INSGESAMT","26807","2015","06"
"22640","UTILITIES",NA,"2015","06"
"22641","CITROEN BERLINGO","780","2015","06"
"22642","CITROEN JUMPER","22","2015","06"
"22643","CITROEN JUMPY","135","2015","06"
"22644","DACIA DOKKER","545","2015","06"
"22645","FIAT DOBLO","162","2015","06"
"22646","FIAT DUCATO","80","2015","06"
"22647","FIAT FIORINO","22","2015","06"
"22648","FIAT SCUDO","90","2015","06"
"22649","FORD TRANSIT CONNECT","452","2015","06"
"22650","FORD TRANSIT COURIER","259","2015","06"
"22651","FORD TRANSIT, TOURNEO","813","2015","06"
"22652","HYUNDAI H-1 STAREX","40","2015","06"
"22653","MERCEDES CITAN","230","2015","06"
"22654","MERCEDES SPRINTER","292","2015","06"
"22655","MERCEDES VITO","2","2015","06"
"22656","NISSAN NV200","243","2015","06"
"22657","NISSAN NV400","10","2015","06"
"22658","OPEL COMBO","106","2015","06"
"22659","OPEL MOVANO","25","2015","06"
"22660","OPEL VIVARO","456","2015","06"
"22661","PEUGEOT BIPPER","8","2015","06"
"22662","PEUGEOT BOXER","48","2015","06"
"22663","PEUGEOT EXPERT","39","2015","06"
"22664","PEUGEOT PARTNER","200","2015","06"
"22665","RENAULT KANGOO","343","2015","06"
"22666","RENAULT MASTER","29","2015","06"
"22667","RENAULT TRAFIC","402","2015","06"
"22668","VW CADDY","2474","2015","06"
"22669","VW CRAFTER","107","2015","06"
"22670","VW TRANSPORTER","3528","2015","06"
"22671","SONSTIGE","1","2015","06"
"22672","ZUSAMMEN","11943","2015","06"
"22673","RVs",NA,"2015","06"
"22674","CITROEN JUMPER","200","2015","06"
"22675","CITROEN JUMPY","3","2015","06"
"22676","FIAT DUCATO","2436","2015","06"
"22677","FORD TRANSIT, TOURNEO","157","2015","06"
"22678","IVECO DAILY","48","2015","06"
"22679","MERCEDES SPRINTER","74","2015","06"
"22680","MERCEDES V-KLASSE","95","2015","06"
"22681","PEUGEOT BOXER","3","2015","06"
"22682","RENAULT MASTER","2","2015","06"
"22683","VW TRANSPORTER","148","2015","06"
"22684","SONSTIGE","177","2015","06"
"22685","ZUSAMMEN","3343","2015","06"
"22686","SONSTIGE","1181","2015","06"
"22687","NEUZULASSUNGEN INSGESAMT","313539","2015","06"
"22688",NA,NA,"2015","06"
"22689","1) Ausgewiesen werden Modellreihen mit mindestens 5 neu zugelassenen Fahrzeugen (Ausnahme: Oberklasse und Sportwagen).",NA,"2015","06"
"22690","MINIS",NA,"2015","07"
"22691","CITROEN C1","745","2015","07"
"22692","FIAT PANDA","705","2015","07"
"22693","FIAT 500","2918","2015","07"
"22694","FORD KA","697","2015","07"
"22695","HYUNDAI I 10","1684","2015","07"
"22696","KIA PICANTO","428","2015","07"
"22697","LANCIA YPSILON","5","2015","07"
"22698","MITSUBISHI I-MIEV","10","2015","07"
"22699","OPEL ADAM","1718","2015","07"
"22700","OPEL AGILA","1","2015","07"
"22701","OPEL KARL","689","2015","07"
"22702","PEUGEOT 108","471","2015","07"
"22703","RENAULT TWINGO","1943","2015","07"
"22704","SEAT MII","856","2015","07"
"22705","SKODA CITIGO","1127","2015","07"
"22706","SMART FORTWO","1625","2015","07"
"22707","SUZUKI ALTO","1","2015","07"
"22708","SUZUKI CELERIO","242","2015","07"
"22709","SUZUKI SPLASH","29","2015","07"
"22710","TOYOTA AYGO","1001","2015","07"
"22711","TOYOTA IQ","2","2015","07"
"22712","VW UP","4010","2015","07"
"22713","SONSTIGE","4","2015","07"
"22714","ZUSAMMEN","20911","2015","07"
"22715","SMALL_CARS",NA,"2015","07"
"22716","ALFA MITO","27","2015","07"
"22717","AUDI A1, S1","2078","2015","07"
"22718","BMW I3","194","2015","07"
"22719","CITROEN C3","607","2015","07"
"22720","CITROEN DS3","240","2015","07"
"22721","FIAT PUNTO","249","2015","07"
"22722","FORD FIESTA","3335","2015","07"
"22723","HONDA JAZZ","277","2015","07"
"22724","HYUNDAI I 20","1410","2015","07"
"22725","KIA RIO","517","2015","07"
"22726","MAZDA 2","1081","2015","07"
"22727","MINI","3561","2015","07"
"22728","MITSUBISHI MIRAGE, SPACE STAR","1233","2015","07"
"22729","NISSAN JUKE","701","2015","07"
"22730","NISSAN MICRA","674","2015","07"
"22731","OPEL CORSA","3943","2015","07"
"22732","PEUGEOT 207","26","2015","07"
"22733","PEUGEOT 208","1175","2015","07"
"22734","RENAULT CLIO","1723","2015","07"
"22735","RENAULT ZOE","46","2015","07"
"22736","SEAT IBIZA","2711","2015","07"
"22737","SKODA FABIA","3690","2015","07"
"22738","SMART FORFOUR","1376","2015","07"
"22739","SUZUKI SWIFT","729","2015","07"
"22740","SUZUKI SX4 CLASSIC","22","2015","07"
"22741","TOYOTA YARIS","1288","2015","07"
"22742","VW POLO","6533","2015","07"
"22743","SONSTIGE","-","2015","07"
"22744","ZUSAMMEN","39446","2015","07"
"22745","COMPACT_CARS",NA,"2015","07"
"22746","ALFA GIULIETTA","293","2015","07"
"22747","AUDI A3, S3, RS3","5025","2015","07"
"22748","BMW 1ER","4081","2015","07"
"22749","BMW 2ER","4104","2015","07"
"22750","CHEVROLET CRUZE","1","2015","07"
"22751","CITROEN C4","1055","2015","07"
"22752","CITROEN DS4","255","2015","07"
"22753","DACIA LOGAN","565","2015","07"
"22754","DACIA SANDERO","1516","2015","07"
"22755","FIAT BRAVO","-","2015","07"
"22756","FORD FOCUS","4745","2015","07"
"22757","HONDA CIVIC","546","2015","07"
"22758","HYUNDAI I 30","2361","2015","07"
"22759","KIA CEED","1359","2015","07"
"22760","LADA GRANTA","5","2015","07"
"22761","LEXUS CT","16","2015","07"
"22762","MAZDA MX-5","55","2015","07"
"22763","MAZDA 3","1060","2015","07"
"22764","MERCEDES A-KLASSE","2245","2015","07"
"22765","MITSUBISHI LANCER","132","2015","07"
"22766","NISSAN LEAF","23","2015","07"
"22767","NISSAN PULSAR","727","2015","07"
"22768","OPEL AMPERA","-","2015","07"
"22769","OPEL ASTRA","5729","2015","07"
"22770","PEUGEOT 308","1388","2015","07"
"22771","RENAULT FLUENCE","-","2015","07"
"22772","RENAULT MEGANE","1403","2015","07"
"22773","SEAT LEON","3402","2015","07"
"22774","SEAT TOLEDO","145","2015","07"
"22775","SKODA OCTAVIA","5963","2015","07"
"22776","SKODA RAPID","1426","2015","07"
"22777","SUBARU IMPREZA","2","2015","07"
"22778","SUBARU WRX","12","2015","07"
"22779","TOYOTA AURIS","1068","2015","07"
"22780","TOYOTA COROLLA","57","2015","07"
"22781","TOYOTA PRIUS","39","2015","07"
"22782","VW BEETLE","1852","2015","07"
"22783","VW EOS","69","2015","07"
"22784","VW GOLF","25394","2015","07"
"22785","VW JETTA","106","2015","07"
"22786","SONSTIGE","1","2015","07"
"22787","ZUSAMMEN","78225","2015","07"
"22788","MIDSIZE_CARS",NA,"2015","07"
"22789","ALPINA B3","2","2015","07"
"22790","ALPINA B4","14","2015","07"
"22791","ALPINA D3","2","2015","07"
"22792","AUDI A4, S4, RS4","6013","2015","07"
"22793","AUDI A5, S5, RS5","1591","2015","07"
"22794","BMW 3ER","2881","2015","07"
"22795","BMW 4ER","1811","2015","07"
"22796","CADILLAC ATS","5","2015","07"
"22797","CITROEN C5","143","2015","07"
"22798","CITROEN DS5","38","2015","07"
"22799","FORD MONDEO","1992","2015","07"
"22800","HONDA ACCORD","9","2015","07"
"22801","HYUNDAI COUPE","7","2015","07"
"22802","HYUNDAI ELANTRA","-","2015","07"
"22803","HYUNDAI I 40","363","2015","07"
"22804","INFINITI Q50","21","2015","07"
"22805","INFINITI Q60","2","2015","07"
"22806","JAGUAR XE","255","2015","07"
"22807","KIA OPTIMA","53","2015","07"
"22808","LEXUS IS","20","2015","07"
"22809","LEXUS RC F","4","2015","07"
"22810","MAZDA 6","586","2015","07"
"22811","MERCEDES C-KLASSE","7281","2015","07"
"22812","MERCEDES CLA-KLASSE","2462","2015","07"
"22813","OPEL CASCADA","127","2015","07"
"22814","OPEL INSIGNIA","1837","2015","07"
"22815","PEUGEOT 508","347","2015","07"
"22816","RENAULT LAGUNA","20","2015","07"
"22817","SKODA SUPERB","850","2015","07"
"22818","SUBARU LEGACY","41","2015","07"
"22819","SUZUKI KIZASHI","4","2015","07"
"22820","TOYOTA AVENSIS","417","2015","07"
"22821","VOLVO 40","419","2015","07"
"22822","VOLVO 60","391","2015","07"
"22823","VW PASSAT","11355","2015","07"
"22824","VW SCIROCCO","275","2015","07"
"22825","SONSTIGE","-","2015","07"
"22826","ZUSAMMEN","41638","2015","07"
"22827","EXECUTIVE_CARS",NA,"2015","07"
"22828","ALPINA B5","6","2015","07"
"22829","ALPINA B6","7","2015","07"
"22830","ALPINA D5 BITURBO","6","2015","07"
"22831","AUDI A6, S6, RS6","4457","2015","07"
"22832","BMW 5ER","3022","2015","07"
"22833","INFINITI M","3","2015","07"
"22834","JAGUAR XF","102","2015","07"
"22835","LEXUS GS","8","2015","07"
"22836","MERCEDES E-KLASSE","3270","2015","07"
"22837","VOLVO 70","267","2015","07"
"22838","VOLVO 80","21","2015","07"
"22839","SONSTIGE","1","2015","07"
"22840","ZUSAMMEN","11170","2015","07"
"22841","OBERKLASSE",NA,"2015","07"
"22842","ALPINA B7 BITURBO","-","2015","07"
"22843","AUDI A7, S7, RS7","392","2015","07"
"22844","AUDI A8, S8","349","2015","07"
"22845","BENTLEY CONTINENTAL","47","2015","07"
"22846","BENTLEY MULSANNE","1","2015","07"
"22847","BMW 6ER","217","2015","07"
"22848","BMW 7ER","136","2015","07"
"22849","CADILLAC CTS","-","2015","07"
"22850","JAGUAR XJ","34","2015","07"
"22851","LEXUS LS","-","2015","07"
"22852","MASERATI QUATTROPORTE","18","2015","07"
"22853","MAYBACH","-","2015","07"
"22854","MERCEDES CL-KLASSE","-","2015","07"
"22855","MERCEDES CLS","479","2015","07"
"22856","MERCEDES S-KLASSE","710","2015","07"
"22857","PORSCHE PANAMERA","214","2015","07"
"22858","ROLLS-ROYCE GHOST","-","2015","07"
"22859","ROLLS-ROYCE PHANTOM","2","2015","07"
"22860","ROLLS-ROYCE WRAITH","4","2015","07"
"22861","TESLA MODEL S","132","2015","07"
"22862","VW PHAETON","183","2015","07"
"22863","ZUSAMMEN","2918","2015","07"
"22864","SUVs",NA,"2015","07"
"22865","ALPINA XD3 BITURBO","8","2015","07"
"22866","BMW X1","813","2015","07"
"22867","BMW X4","604","2015","07"
"22868","CADILLAC SRX","-","2015","07"
"22869","CHEVROLET TRAX","1","2015","07"
"22870","CITROEN C4 CACTUS","549","2015","07"
"22871","DACIA DUSTER","1283","2015","07"
"22872","FIAT SEDICI","-","2015","07"
"22873","FORD ECOSPORT","375","2015","07"
"22874","FORD KUGA","2387","2015","07"
"22875","HONDA CR-V","641","2015","07"
"22876","HONDA HR-V","12","2015","07"
"22877","HYUNDAI IX 35","2514","2015","07"
"22878","INFINITI EX","5","2015","07"
"22879","INFINITI FX","51","2015","07"
"22880","KIA SPORTAGE","1066","2015","07"
"22881","LADA NIVA","92","2015","07"
"22882","LEXUS NX","32","2015","07"
"22883","LEXUS RX","14","2015","07"
"22884","MAZDA CX-3","407","2015","07"
"22885","MAZDA CX-5","1765","2015","07"
"22886","MAZDA CX-9","34","2015","07"
"22887","MERCEDES GLA","1570","2015","07"
"22888","MERCEDES GLK, GLC","304","2015","07"
"22889","MITSUBISHI ASX","933","2015","07"
"22890","MITSUBISHI OUTLANDER","515","2015","07"
"22891","NISSAN MURANO","19","2015","07"
"22892","NISSAN QASHQAI","2663","2015","07"
"22893","OPEL ANTARA","19","2015","07"
"22894","OPEL MOKKA","2622","2015","07"
"22895","PEUGEOT 2008","893","2015","07"
"22896","PEUGEOT 4008","88","2015","07"
"22897","RENAULT CAPTUR","1643","2015","07"
"22898","RENAULT KADJAR","484","2015","07"
"22899","RENAULT KOLEOS","16","2015","07"
"22900","SKODA YETI","2143","2015","07"
"22901","SSANGYONG KORANDO","163","2015","07"
"22902","SSANGYONG TIVOLI","96","2015","07"
"22903","SUBARU XV","95","2015","07"
"22904","SUZUKI SX4","292","2015","07"
"22905","SUZUKI VITARA","581","2015","07"
"22906","TOYOTA RAV 4","582","2015","07"
"22907","VOLVO XC70","88","2015","07"
"22908","SONSTIGE","-","2015","07"
"22909","ZUSAMMEN","28462","2015","07"
"22910","GELÄNDEWAGEN",NA,"2015","07"
"22911","AUDI Q3","1841","2015","07"
"22912","AUDI Q5","2058","2015","07"
"22913","AUDI Q7","1148","2015","07"
"22914","BMW X3","1308","2015","07"
"22915","BMW X5","1000","2015","07"
"22916","BMW X6","269","2015","07"
"22917","CADILLAC ESCALADE","9","2015","07"
"22918","HYUNDAI SANTA FE","256","2015","07"
"22919","JEEP CHEROKEE","137","2015","07"
"22920","JEEP COMPASS","26","2015","07"
"22921","JEEP GRAND CHEROKEE","467","2015","07"
"22922","JEEP RENEGADE","392","2015","07"
"22923","JEEP WRANGLER","305","2015","07"
"22924","KIA SORENTO","523","2015","07"
"22925","LAND ROVER DISCOVERY","132","2015","07"
"22926","LAND ROVER DISCOVERY SPORT","281","2015","07"
"22927","LAND ROVER FREELANDER","1","2015","07"
"22928","LAND ROVER RANGE ROVER","265","2015","07"
"22929","LAND ROVER RANGE ROVER EVO.","516","2015","07"
"22930","LAND ROVER RANGE ROVER SPORT","368","2015","07"
"22931","MERCEDES G-KLASSE","210","2015","07"
"22932","MERCEDES GL-KLASSE","120","2015","07"
"22933","MERCEDES ML-KLASSE, GLE","730","2015","07"
"22934","MITSUBISHI PAJERO","148","2015","07"
"22935","NISSAN PATHFINDER","16","2015","07"
"22936","NISSAN X-TRAIL","468","2015","07"
"22937","PORSCHE CAYENNE","778","2015","07"
"22938","PORSCHE MACAN","832","2015","07"
"22939","SSANGYONG REXTON","64","2015","07"
"22940","SUBARU FORESTER","271","2015","07"
"22941","SUZUKI GRAND VITARA","33","2015","07"
"22942","SUZUKI JIMNY","359","2015","07"
"22943","TOYOTA LANDCRUISER","50","2015","07"
"22944","VOLVO XC60","1367","2015","07"
"22945","VOLVO XC90","776","2015","07"
"22946","VW TIGUAN","5569","2015","07"
"22947","VW TOUAREG","1147","2015","07"
"22948","SONSTIGE","1","2015","07"
"22949","ZUSAMMEN","24241","2015","07"
"22950","SPORTS_CARS",NA,"2015","07"
"22951","ALFA 8C COMPETIZIONE","-","2015","07"
"22952","ASTON MARTIN DBS","-","2015","07"
"22953","ASTON MARTIN DB9","5","2015","07"
"22954","ASTON MARTIN RAPIDE","1","2015","07"
"22955","ASTON MARTIN VANQUISH","7","2015","07"
"22956","ASTON MARTIN V8","15","2015","07"
"22957","ASTON MARTIN V12","5","2015","07"
"22958","AUDI R8","39","2015","07"
"22959","AUDI TT","875","2015","07"
"22960","BMW I8","28","2015","07"
"22961","BMW Z1","1","2015","07"
"22962","BMW Z4","102","2015","07"
"22963","CHEVROLET CAMARO","31","2015","07"
"22964","CHEVROLET CORVETTE","41","2015","07"
"22965","FERRARI CALIFORNIA","21","2015","07"
"22966","FERRARI F 12","3","2015","07"
"22967","FERRARI FF","2","2015","07"
"22968","FERRARI 458","29","2015","07"
"22969","FERRARI 488 GTB","11","2015","07"
"22970","FERRARI 599 GTO","1","2015","07"
"22971","FORD MUSTANG","196","2015","07"
"22972","HONDA CR-Z","-","2015","07"
"22973","HYUNDAI VELOSTER","9","2015","07"
"22974","JAGUAR F-TYPE","141","2015","07"
"22975","JAGUAR XK","-","2015","07"
"22976","LAMBORGHINI AVENTADOR","22","2015","07"
"22977","LAMBORGHINI GALLARDO","1","2015","07"
"22978","LOTUS ELISE","2","2015","07"
"22979","LOTUS EVORA","1","2015","07"
"22980","LOTUS EXIGE","3","2015","07"
"22981","MASERATI GHIBLI","70","2015","07"
"22982","MASERATI GRANTURISMO","15","2015","07"
"22983","MERCEDES AMG GT","182","2015","07"
"22984","MERCEDES CLK","-","2015","07"
"22985","MERCEDES E-KLASSE COUPE","397","2015","07"
"22986","MERCEDES SL","90","2015","07"
"22987","MERCEDES SLK","347","2015","07"
"22988","MERCEDES SLS AMG","3","2015","07"
"22989","MORGAN AERO 8","-","2015","07"
"22990","MORGAN 4/4","5","2015","07"
"22991","NISSAN GT-R","13","2015","07"
"22992","NISSAN 370Z","30","2015","07"
"22993","OPEL SPEEDSTER","-","2015","07"
"22994","PEUGEOT RCZ","101","2015","07"
"22995","PORSCHE BOXSTER","272","2015","07"
"22996","PORSCHE CAYMAN","133","2015","07"
"22997","PORSCHE 911","882","2015","07"
"22998","SUBARU BRZ","8","2015","07"
"22999","TOYOTA GT 86","25","2015","07"
"23000","WIESMANN GT","-","2015","07"
"23001","WIESMANN ROADSTER","-","2015","07"
"23002","SONSTIGE","-","2015","07"
"23003","ZUSAMMEN","4165","2015","07"
"23004","VANS",NA,"2015","07"
"23005","MINI_VANS",NA,"2015","07"
"23006","DACIA LODGY","402","2015","07"
"23007","FORD B-MAX","991","2015","07"
"23008","FORD C-MAX","1694","2015","07"
"23009","HYUNDAI IX 20","603","2015","07"
"23010","KIA SOUL","419","2015","07"
"23011","KIA VENGA","419","2015","07"
"23012","MERCEDES B-KLASSE","3277","2015","07"
"23013","NISSAN NOTE","466","2015","07"
"23014","OPEL MERIVA","1524","2015","07"
"23015","PEUGEOT 3008","158","2015","07"
"23016","RENAULT SCENIC","1168","2015","07"
"23017","SEAT ALTEA","474","2015","07"
"23018","SKODA ROOMSTER","435","2015","07"
"23019","TOYOTA VERSO-S","155","2015","07"
"23020","SONSTIGE","-","2015","07"
"23021","ZUSAMMEN","12185","2015","07"
"23022","LARGE_VANS",NA,"2015","07"
"23023","CHEVROLET ORLANDO","-","2015","07"
"23024","FIAT FREEMONT","325","2015","07"
"23025","FORD GALAXY","45","2015","07"
"23026","FORD GRAND C-MAX","714","2015","07"
"23027","FORD S-MAX","88","2015","07"
"23028","KIA CARENS","266","2015","07"
"23029","LANCIA VOYAGER","25","2015","07"
"23030","MAZDA 5","120","2015","07"
"23031","MERCEDES V-KLASSE","2486","2015","07"
