"","Model","Quantity","Year","Month"
"3860","RENAULT TRAFIC","146","2011","09"
"3861","TOYOTA HIACE","2","2011","09"
"3862","VW CADDY","3488","2011","09"
"3863","VW CRAFTER","104","2011","09"
"3864","VW TRANSPORTER, CARAVELLE","2686","2011","09"
"3865","SONSTIGE","6","2011","09"
"3866",NA,NA,"2011","09"
"3867","ZUSAMMEN","10431","2011","09"
"3868",NA,NA,"2011","09"
"3869",NA,NA,"2011","09"
"3870","RVs",NA,"2011","09"
"3871",NA,NA,"2011","09"
"3872","CITROEN JUMPER","17","2011","09"
"3873","FIAT DUCATO","651","2011","09"
"3874","FORD TRANSIT, TOURNEO","112","2011","09"
"3875","IVECO DAILY","29","2011","09"
"3876","IVECO EUROCARGO","1","2011","09"
"3877","MERCEDES SPRINTER","25","2011","09"
"3878","MERCEDES VIANO","43","2011","09"
"3879","PEUGEOT BOXER","8","2011","09"
"3880","RENAULT MASTER, NISSAN INTERSTAR","1","2011","09"
"3881","VW TRANSPORTER, CARAVELLE","115","2011","09"
"3882","SONSTIGE","48","2011","09"
"3883",NA,NA,"2011","09"
"3884","ZUSAMMEN","1050","2011","09"
"3885",NA,NA,"2011","09"
"3886",NA,NA,"2011","09"
"3887","SONSTIGE","711","2011","09"
"3888",NA,NA,"2011","09"
"3889",NA,NA,"2011","09"
"3890","NEUZULASSUNGEN INSGESAMT","280689","2011","09"
"3891","1) Ausgewiesen werden Modellreihen mit mindestens 5 neu zugelassenen Fahrzeugen (Ausnahme: Oberklasse und Sportwagen).",NA,"2011","09"
"3892","MINIS",NA,"2011","10"
"3893",NA,NA,"2011","10"
"3894",NA,NA,"2011","10"
"3895","ASTON MARTIN CYGNET","6","2011","10"
"3896","CHEVROLET MATIZ","1","2011","10"
"3897","CHEVROLET SPARK","707","2011","10"
"3898","CITROEN C-ZERO","10","2011","10"
"3899","CITROEN C1","831","2011","10"
"3900","DAIHATSU CUORE","67","2011","10"
"3901","FIAT PANDA","1159","2011","10"
"3902","FIAT 500","1385","2011","10"
"3903","FORD KA","889","2011","10"
"3904","HYUNDAI I 10","2500","2011","10"
"3905","LANCIA YPSILON","53","2011","10"
"3906","MITSUBISHI I-MIEV","18","2011","10"
"3907","NISSAN PIXO","120","2011","10"
"3908","OPEL AGILA","205","2011","10"
"3909","PEUGEOT ION","29","2011","10"
"3910","PEUGEOT 107","386","2011","10"
"3911","RENAULT TWINGO","2218","2011","10"
"3912","SMART FORTWO","2445","2011","10"
"3913","SUZUKI ALTO","260","2011","10"
"3914","SUZUKI SPLASH","219","2011","10"
"3915","TOYOTA AYGO","1155","2011","10"
"3916","TOYOTA IQ","138","2011","10"
"3917","VW FOX","210","2011","10"
"3918","VW UP","14","2011","10"
"3919","SONSTIGE","1","2011","10"
"3920",NA,NA,"2011","10"
"3921","ZUSAMMEN","15026","2011","10"
"3922",NA,NA,"2011","10"
"3923",NA,NA,"2011","10"
"3924","SMALL_CARS",NA,"2011","10"
"3925",NA,NA,"2011","10"
"3926","ALFA MITO","113","2011","10"
"3927","AUDI A1, S1","2977","2011","10"
"3928","BMW MINI","3384","2011","10"
"3929","CHEVROLET KALOS, AVEO","1212","2011","10"
"3930","CITROEN C2","-","2011","10"
"3931","CITROEN C3","751","2011","10"
"3932","CITROEN DS3","551","2011","10"
"3933","DAIHATSU COPEN","3","2011","10"
"3934","DAIHATSU MATERIA","14","2011","10"
"3935","DAIHATSU SIRION","124","2011","10"
"3936","FIAT PUNTO","1557","2011","10"
"3937","FORD FIESTA","5023","2011","10"
"3938","FORD FUSION","248","2011","10"
"3939","HONDA INSIGHT","2","2011","10"
"3940","HONDA JAZZ","979","2011","10"
"3941","HYUNDAI GETZ","1","2011","10"
"3942","HYUNDAI I 20","661","2011","10"
"3943","KIA PICANTO","828","2011","10"
"3944","KIA VENGA","470","2011","10"
"3945","MAZDA 2","710","2011","10"
"3946","MITSUBISHI COLT","665","2011","10"
"3947","NISSAN JUKE","866","2011","10"
"3948","NISSAN MICRA","1583","2011","10"
"3949","OPEL CORSA","5036","2011","10"
"3950","PEUGEOT 206","749","2011","10"
"3951","PEUGEOT 207","1478","2011","10"
"3952","RENAULT CLIO","1590","2011","10"
"3953","RENAULT WIND","77","2011","10"
"3954","SEAT IBIZA, CORDOBA","2800","2011","10"
"3955","SKODA FABIA","3764","2011","10"
"3956","SUBARU JUSTY","-","2011","10"
"3957","SUZUKI SWIFT","1036","2011","10"
"3958","SUZUKI SX4","597","2011","10"
"3959","TOYOTA YARIS, DAIHATSU CHARADE","1468","2011","10"
"3960","VW POLO","7278","2011","10"
"3961","SONSTIGE","-","2011","10"
"3962",NA,NA,"2011","10"
"3963","ZUSAMMEN","48595","2011","10"
"3964",NA,NA,"2011","10"
"3965",NA,NA,"2011","10"
"3966","COMPACT_CARS",NA,"2011","10"
"3967",NA,NA,"2011","10"
"3968","ALFA GIULIETTA","439","2011","10"
"3969","ALFA 147, GT","4","2011","10"
"3970","AUDI A3, S3, RS3","4988","2011","10"
"3971","BMW 1ER","4472","2011","10"
"3972","CHEVROLET CRUZE","352","2011","10"
"3973","CHEVROLET NUBIRA","3","2011","10"
"3974","CITROEN C4","1122","2011","10"
"3975","CITROEN DS4","211","2011","10"
"3976","DACIA LOGAN","717","2011","10"
"3977","DACIA SANDERO","1213","2011","10"
"3978","DODGE CALIBER","2","2011","10"
"3979","FIAT BRAVO, BRAVA","105","2011","10"
"3980","FORD FOCUS","4589","2011","10"
"3981","GM CHEVROLET VOLT","1","2011","10"
"3982","HONDA CIVIC","695","2011","10"
"3983","HYUNDAI I 30","2018","2011","10"
"3984","KIA CEED","1040","2011","10"
"3985","KIA RIO","703","2011","10"
"3986","LADA 1118","11","2011","10"
"3987","LADA 2170","4","2011","10"
"3988","LANCIA DELTA","31","2011","10"
"3989","LEXUS CT","141","2011","10"
"3990","MAZDA MX-5","103","2011","10"
"3991","MAZDA 3","947","2011","10"
"3992","MERCEDES A-KLASSE","6036","2011","10"
"3993","MITSUBISHI LANCER","228","2011","10"
"3994","NISSAN TIIDA","1","2011","10"
"3995","OPEL AMPERA","12","2011","10"
"3996","OPEL ASTRA","6636","2011","10"
"3997","PEUGEOT 308","1739","2011","10"
"3998","RENAULT FLUENCE","28","2011","10"
"3999","RENAULT MEGANE","1834","2011","10"
"4000","SKODA OCTAVIA","4152","2011","10"
"4001","SUBARU IMPREZA","26","2011","10"
"4002","TOYOTA AURIS","1056","2011","10"
"4003","TOYOTA PRIUS","123","2011","10"
"4004","TOYOTA VERSO","608","2011","10"
"4005","VOLVO C30","122","2011","10"
"4006","VW BEETLE","115","2011","10"
"4007","VW EOS","395","2011","10"
"4008","VW GOLF, JETTA","21831","2011","10"
"4009","SONSTIGE","6","2011","10"
"4010",NA,NA,"2011","10"
"4011","ZUSAMMEN","68859","2011","10"
"4012",NA,NA,"2011","10"
"4013",NA,NA,"2011","10"
"4014","MIDSIZE_CARS",NA,"2011","10"
"4015",NA,NA,"2011","10"
"4016","ALFA 159, BRERA, GTV, SPIDER","172","2011","10"
"4017","ALPINA D3","8","2011","10"
"4018","AUDI A4, S4","5279","2011","10"
"4019","AUDI A5, S5, RS5","845","2011","10"
"4020","BMW 3ER","4479","2011","10"
"4021","CHRYSLER SARATOGA","-","2011","10"
"4022","CITROEN C5","375","2011","10"
"4023","CITROEN DS5","8","2011","10"
"4024","DODGE AVENGER","-","2011","10"
"4025","FIAT CROMA","-","2011","10"
"4026","FORD MONDEO","1871","2011","10"
"4027","HONDA ACCORD","175","2011","10"
"4028","HYUNDAI COUPE","30","2011","10"
"4029","HYUNDAI ELANTRA","9","2011","10"
"4030","HYUNDAI I 40","230","2011","10"
"4031","HYUNDAI SONATA","-","2011","10"
"4032","INFINITI G37","4","2011","10"
"4033","KIA MAGENTIS","-","2011","10"
"4034","LEXUS IS","38","2011","10"
"4035","MAZDA 6","384","2011","10"
"4036","MERCEDES C-KLASSE","7446","2011","10"
"4037","OPEL INSIGNIA","2151","2011","10"
"4038","PEUGEOT 407","20","2011","10"
"4039","PEUGEOT 508","809","2011","10"
"4040","RENAULT LAGUNA","209","2011","10"
"4041","SAAB 9-3","8","2011","10"
"4042","SEAT EXEO","358","2011","10"
"4043","SKODA SUPERB","1275","2011","10"
"4044","SUBARU LEGACY","53","2011","10"
"4045","SUZUKI KIZASHI","59","2011","10"
"4046","TOYOTA AVENSIS, CARINA","1024","2011","10"
"4047","VOLVO V50","286","2011","10"
"4048","VOLVO 40","53","2011","10"
"4049","VOLVO 60","771","2011","10"
"4050","VW PASSAT","8568","2011","10"
"4051","VW SCIROCCO","407","2011","10"
"4052","SONSTIGE","2","2011","10"
"4053",NA,NA,"2011","10"
"4054","ZUSAMMEN","37406","2011","10"
"4055",NA,NA,"2011","10"
"4056",NA,NA,"2011","10"
"4057","EXECUTIVE_CARS",NA,"2011","10"
"4058",NA,NA,"2011","10"
"4059","ALPINA B3","12","2011","10"
"4060","ALPINA B5","13","2011","10"
"4061","AUDI A6, S6, RS6, A7","3697","2011","10"
"4062","BMW 5ER","4780","2011","10"
"4063","CHRYSLER 300C","-","2011","10"
"4064","CITROEN C6","5","2011","10"
"4065","INFINITI M","9","2011","10"
"4066","JAGUAR XF","103","2011","10"
"4067","LANCIA THEMA","30","2011","10"
"4068","LEXUS GS","1","2011","10"
"4069","MERCEDES E-KLASSE","4388","2011","10"
"4070","RENAULT LATITUDE","13","2011","10"
"4071","SAAB 9-5","2","2011","10"
"4072","VOLVO 70","354","2011","10"
"4073","VOLVO 80","29","2011","10"
"4074","SONSTIGE","-","2011","10"
"4075",NA,NA,"2011","10"
"4076","ZUSAMMEN","13436","2011","10"
"4077",NA,NA,"2011","10"
"4078",NA,NA,"2011","10"
"4079","OBERKLASSE",NA,"2011","10"
"4080",NA,NA,"2011","10"
"4081","ALPINA B7 BITURBO","-","2011","10"
"4082","AUDI A8, S8","455","2011","10"
"4083","BENTLEY CONTINENTAL","21","2011","10"
"4084","BENTLEY MULSANNE","1","2011","10"
"4085","BMW 6ER","184","2011","10"
"4086","BMW 7ER","343","2011","10"
"4087","GM CADILLAC CTS","3","2011","10"
"4088","JAGUAR XJ","28","2011","10"
"4089","LEXUS LS","2","2011","10"
"4090","MASERATI QUATTROPORTE","1","2011","10"
"4091","MAYBACH","-","2011","10"
"4092","MERCEDES CL-KLASSE","22","2011","10"
"4093","MERCEDES CLS","515","2011","10"
"4094","MERCEDES S-KLASSE","340","2011","10"
"4095","PORSCHE PANAMERA","391","2011","10"
"4096","ROLLS ROYCE GHOST","2","2011","10"
"4097","ROLLS-ROYCE PHANTOM","6","2011","10"
"4098","VW PHAETON","152","2011","10"
"4099","SONSTIGE","-","2011","10"
"4100",NA,NA,"2011","10"
"4101","ZUSAMMEN","2466","2011","10"
"4102",NA,NA,"2011","10"
"4103",NA,NA,"2011","10"
"4104","GELÄNDEWAGEN",NA,"2011","10"
"4105",NA,NA,"2011","10"
"4106","AUDI Q3","642","2011","10"
"4107","AUDI Q5","1491","2011","10"
"4108","AUDI Q7","321","2011","10"
"4109","BMW X1","3076","2011","10"
"4110","BMW X3","2209","2011","10"
"4111","BMW X5","752","2011","10"
"4112","BMW X6","324","2011","10"
"4113","CHEVROLET CAPTIVA","223","2011","10"
"4114","CITROEN C-CROSSER","49","2011","10"
"4115","DACIA DUSTER","2025","2011","10"
"4116","DAIHATSU TERIOS","58","2011","10"
"4117","DODGE NITRO","2","2011","10"
"4118","FIAT SEDICI","204","2011","10"
"4119","FORD KUGA","1413","2011","10"
"4120","GM CADILLAC ESCALADE","9","2011","10"
"4121","HONDA CR-V","606","2011","10"
"4122","HYUNDAI IX 35","874","2011","10"
"4123","HYUNDAI IX 55","25","2011","10"
"4124","HYUNDAI SANTA FE","138","2011","10"
"4125","INFINITI EX30D","4","2011","10"
"4126","INFINITI EX37","-","2011","10"
"4127","INFINITI FX","38","2011","10"
"4128","JEEP CHEROKEE","3","2011","10"
"4129","JEEP COMPASS","66","2011","10"
"4130","JEEP GRAND CHEROKEE","240","2011","10"
"4131","JEEP PATRIOT","2","2011","10"
"4132","JEEP WRANGLER","70","2011","10"
"4133","KIA SORENTO","313","2011","10"
"4134","KIA SPORTAGE","753","2011","10"
"4135","LADA NIVA","122","2011","10"
"4136","LAND ROVER DEFENDER","1","2011","10"
"4137","LAND ROVER DISCOVERY","83","2011","10"
"4138","LAND ROVER FREELANDER","85","2011","10"
"4139","LAND ROVER RANGE ROVER","29","2011","10"
"4140","LAND ROVER RANGE ROVER EVO.","226","2011","10"
"4141","LAND ROVER RANGE ROVER SPORT","152","2011","10"
"4142","LEXUS RX","47","2011","10"
"4143","MAZDA CX-7","212","2011","10"
"4144","MAZDA CX-9","-","2011","10"
"4145","MERCEDES G-KLASSE","87","2011","10"
"4146","MERCEDES GL-KLASSE","85","2011","10"
"4147","MERCEDES GLK","991","2011","10"
"4148","MERCEDES ML-KLASSE","129","2011","10"
"4149","MERCEDES R-KLASSE","178","2011","10"
"4150","MITSUBISHI ASX","819","2011","10"
"4151","MITSUBISHI L200","2","2011","10"
"4152","MITSUBISHI OUTLANDER","324","2011","10"
"4153","MITSUBISHI PAJERO, MONTERO","121","2011","10"
"4154","NISSAN MURANO","23","2011","10"
"4155","NISSAN PATHFINDER","44","2011","10"
"4156","NISSAN X-TRAIL","147","2011","10"
"4157","OPEL ANTARA","105","2011","10"
"4158","PEUGEOT 4007","43","2011","10"
"4159","PORSCHE CAYENNE","621","2011","10"
"4160","RENAULT KOLEOS","198","2011","10"
"4161","SKODA YETI","1962","2011","10"
"4162","SSANGYONG KORANDO, ACTYON","28","2011","10"
"4163","SSANGYONG REXTON","10","2011","10"
"4164","SUBARU FORESTER","145","2011","10"
"4165","SUZUKI GRAND VITARA","368","2011","10"
"4166","SUZUKI JIMNY","239","2011","10"
"4167","TOYOTA LANDCRUISER","100","2011","10"
"4168","TOYOTA RAV 4","502","2011","10"
"4169","VOLVO XC60","551","2011","10"
"4170","VOLVO XC70","100","2011","10"
"4171","VOLVO XC90","167","2011","10"
"4172","VW TIGUAN","3585","2011","10"
"4173","VW TOUAREG","1040","2011","10"
"4174","SONSTIGE","4","2011","10"
"4175",NA,NA,"2011","10"
"4176","ZUSAMMEN","29605","2011","10"
"4177",NA,NA,"2011","10"
"4178",NA,NA,"2011","10"
"4179","SPORTS_CARS",NA,"2011","10"
"4180",NA,NA,"2011","10"
"4181","ALFA 8C COMPETIZIONE","1","2011","10"
"4182","ASTON MARTIN DBS","3","2011","10"
"4183","ASTON MARTIN DB9","3","2011","10"
"4184","ASTON MARTIN RAPIDE","5","2011","10"
"4185","ASTON MARTIN VIRAGE","3","2011","10"
"4186","ASTON MARTIN V8","9","2011","10"
"4187","ASTON MARTIN V12","2","2011","10"
"4188","AUDI R8","31","2011","10"
"4189","AUDI TT","316","2011","10"
"4190","BMW Z4","175","2011","10"
"4191","DODGE VIPER","-","2011","10"
"4192","FERRARI CALIFORNIA","7","2011","10"
"4193","FERRARI F 430","1","2011","10"
"4194","FERRARI FF","13","2011","10"
"4195","FERRARI 458","21","2011","10"
"4196","FERRARI 599 GTB","-","2011","10"
"4197","FERRARI 599 GTO","-","2011","10"
"4198","FERRARI 612 SCAGLIETTI","-","2011","10"
"4199","FORD MUSTANG","-","2011","10"
"4200","GM CADILLAC XLR ROADSTER","-","2011","10"
"4201","GM CAMARO","-","2011","10"
"4202","GM CORVETTE","4","2011","10"
"4203","HONDA CR-Z","97","2011","10"
"4204","HYUNDAI VELOSTER","65","2011","10"
"4205","JAGUAR XK","28","2011","10"
"4206","LAMBORGHINI AVENTADOR","1","2011","10"
"4207","LAMBORGHINI GALLARDO","5","2011","10"
"4208","LAMBORGHINI MURCIELAGO","-","2011","10"
"4209","LEXUS LFA","-","2011","10"
"4210","LEXUS SC","1","2011","10"
"4211","LOTUS ELISE","2","2011","10"
"4212","LOTUS EUROPA","-","2011","10"
"4213","LOTUS EVORA","-","2011","10"
"4214","LOTUS EXIGE","-","2011","10"
"4215","MASERATI GRANTURISMO","14","2011","10"
"4216","MERCEDES CLK","-","2011","10"
"4217","MERCEDES E-KLASSE COUPE","663","2011","10"
"4218","MERCEDES SL","11","2011","10"
"4219","MERCEDES SLK","629","2011","10"
"4220","MERCEDES SLR","-","2011","10"
"4221","MERCEDES SLS AMG","35","2011","10"
"4222","MORGAN AERO 8","-","2011","10"
"4223","MORGAN 4/4","4","2011","10"
"4224","NISSAN GT-R","5","2011","10"
"4225","NISSAN 350Z","-","2011","10"
"4226","NISSAN 370Z","11","2011","10"
"4227","OPEL GT","-","2011","10"
"4228","PEUGEOT RCZ","196","2011","10"
"4229","PORSCHE BOXSTER, CAYMAN","95","2011","10"
"4230","PORSCHE 911","595","2011","10"
"4231","WIESMANN GT","3","2011","10"
"4232","WIESMANN ROADSTER","6","2011","10"
"4233","SONSTIGE","-","2011","10"
"4234",NA,NA,"2011","10"
"4235","ZUSAMMEN","3060","2011","10"
"4236",NA,NA,"2011","10"
"4237",NA,NA,"2011","10"
"4238","VANS",NA,"2011","10"
"4239","MINI_VANS",NA,"2011","10"
"4240",NA,NA,"2011","10"
"4241","CHEVROLET REZZO","-","2011","10"
"4242","FIAT MULTIPLA","-","2011","10"
"4243","FORD FOCUS C-MAX","2937","2011","10"
"4244","HYUNDAI IX 20","586","2011","10"
"4245","KIA SOUL","85","2011","10"
"4246","LANCIA MUSA","24","2011","10"
"4247","MERCEDES B-KLASSE","870","2011","10"
"4248","NISSAN CUBE","3","2011","10"
"4249","NISSAN NOTE","354","2011","10"
"4250","NISSAN QASHQAI","2066","2011","10"
"4251","OPEL MERIVA","2772","2011","10"
"4252","PEUGEOT 3008","710","2011","10"
"4253","RENAULT MODUS","442","2011","10"
"4254","RENAULT SCENIC","2021","2011","10"
"4255","SEAT ALTEA, TOLEDO, LEON","1266","2011","10"
"4256","SKODA ROOMSTER","1018","2011","10"
"4257","SUBARU TREZIA","28","2011","10"
"4258","TOYOTA URBAN CRUISER","14","2011","10"
"4259","TOYOTA VERSO-S","806","2011","10"
"4260","SONSTIGE","-","2011","10"
"4261",NA,NA,"2011","10"
"4262","ZUSAMMEN","16002","2011","10"
"4263",NA,NA,"2011","10"
"4264","LARGE_VANS",NA,"2011","10"
"4265",NA,NA,"2011","10"
"4266","CHEVROLET ORLANDO","371","2011","10"
"4267","CHRYSLER VOYAGER","1","2011","10"
"4268","CITROEN C8","46","2011","10"
"4269","DODGE JOURNEY","-","2011","10"
"4270","FIAT FREEMONT","113","2011","10"
"4271","FIAT ULYSSE, SCUDO","41","2011","10"
"4272","FORD GALAXY","692","2011","10"
"4273","FORD S-MAX","1356","2011","10"
"4274","KIA CARENS","56","2011","10"
"4275","LANCIA VOYAGER","16","2011","10"
"4276","MAZDA 5","554","2011","10"
"4277","MERCEDES VIANO","892","2011","10"
"4278","OPEL ZAFIRA","1386","2011","10"
"4279","PEUGEOT 807","66","2011","10"
"4280","PEUGEOT 5008","441","2011","10"
"4281","RENAULT ESPACE","63","2011","10"
"4282","SEAT ALHAMBRA","451","2011","10"
"4283","VW SHARAN","1722","2011","10"
"4284","VW TOURAN","4767","2011","10"
"4285","SONSTIGE","6","2011","10"
"4286",NA,NA,"2011","10"
"4287","ZUSAMMEN","13040","2011","10"
"4288",NA,NA,"2011","10"
"4289","VANS INSGESAMT","29042","2011","10"
"4290",NA,NA,"2011","10"
"4291",NA,NA,"2011","10"
"4292","UTILITIES",NA,"2011","10"
"4293",NA,NA,"2011","10"
"4294","CITROEN BERLINGO","911","2011","10"
"4295","CITROEN JUMPER","9","2011","10"
"4296","CITROEN JUMPY","87","2011","10"
"4297","CITROEN NEMO","21","2011","10"
"4298","FIAT DOBLO","152","2011","10"
"4299","FIAT DUCATO","51","2011","10"
"4300","FIAT FIORINO","109","2011","10"
"4301","FORD TRANSIT CONNECT","7","2011","10"
"4302","FORD TRANSIT, TOURNEO","587","2011","10"
"4303","HYUNDAI H-1 STAREX","54","2011","10"
"4304","MERCEDES SPRINTER","253","2011","10"
"4305","MERCEDES VITO","391","2011","10"
"4306","NISSAN NAVARA","-","2011","10"
"4307","NISSAN NV200","118","2011","10"
"4308","NISSAN PRIMASTAR","7","2011","10"
"4309","OPEL COMBO","13","2011","10"
"4310","OPEL MOVANO","15","2011","10"
"4311","OPEL VIVARO","235","2011","10"
"4312","PEUGEOT BIPPER","16","2011","10"
"4313","PEUGEOT BOXER","23","2011","10"
"4314","PEUGEOT EXPERT","43","2011","10"
"4315","PEUGEOT PARTNER","382","2011","10"
"4316","RENAULT KANGOO","492","2011","10"
"4317","RENAULT MASTER, NISSAN INTERSTAR","29","2011","10"
"4318","RENAULT TRAFIC","193","2011","10"
"4319","TOYOTA HIACE","1","2011","10"
"4320","VW CADDY","2696","2011","10"
"4321","VW CRAFTER","74","2011","10"
"4322","VW TRANSPORTER, CARAVELLE","2112","2011","10"
"4323","SONSTIGE","4","2011","10"
"4324",NA,NA,"2011","10"
"4325","ZUSAMMEN","9085","2011","10"
"4326",NA,NA,"2011","10"
"4327",NA,NA,"2011","10"
"4328","RVs",NA,"2011","10"
"4329",NA,NA,"2011","10"
"4330","CITROEN JUMPER","11","2011","10"
"4331","FIAT DUCATO","557","2011","10"
"4332","FORD TRANSIT, TOURNEO","216","2011","10"
"4333","IVECO DAILY","21","2011","10"
"4334","IVECO EUROCARGO","2","2011","10"
"4335","MERCEDES SPRINTER","26","2011","10"
"4336","MERCEDES VIANO","26","2011","10"
"4337","PEUGEOT BOXER","6","2011","10"
"4338","RENAULT MASTER, NISSAN INTERSTAR","1","2011","10"
"4339","VW TRANSPORTER, CARAVELLE","86","2011","10"
"4340","SONSTIGE","66","2011","10"
"4341",NA,NA,"2011","10"
"4342","ZUSAMMEN","1018","2011","10"
"4343",NA,NA,"2011","10"
"4344",NA,NA,"2011","10"
"4345","SONSTIGE","655","2011","10"
"4346",NA,NA,"2011","10"
"4347",NA,NA,"2011","10"
"4348","NEUZULASSUNGEN INSGESAMT","258253","2011","10"
"4349","1) Ausgewiesen werden Modellreihen mit mindestens 5 neu zugelassenen Fahrzeugen (Ausnahme: Oberklasse und Sportwagen).",NA,"2011","10"
"4350","MINIS",NA,"2011","11"
"4351",NA,NA,"2011","11"
"4352","ASTON MARTIN CYGNET","2","2011","11"
"4353","CHEVROLET MATIZ","-","2011","11"
"4354","CHEVROLET SPARK","406","2011","11"
"4355","CITROEN C-ZERO","6","2011","11"
"4356","CITROEN C1","721","2011","11"
"4357","DAIHATSU CUORE","53","2011","11"
"4358","FIAT PANDA","933","2011","11"
"4359","FIAT 500","1033","2011","11"
"4360","FORD KA","793","2011","11"
"4361","HYUNDAI I 10","335","2011","11"
"4362","LANCIA YPSILON","169","2011","11"
"4363","MITSUBISHI I-MIEV","21","2011","11"
"4364","NISSAN PIXO","177","2011","11"
"4365","OPEL AGILA","332","2011","11"
"4366","PEUGEOT ION","20","2011","11"
"4367","PEUGEOT 107","292","2011","11"
"4368","RENAULT TWINGO","2784","2011","11"
"4369","SMART FORTWO","2501","2011","11"
"4370","SUZUKI ALTO","188","2011","11"
"4371","SUZUKI SPLASH","267","2011","11"
"4372","TOYOTA AYGO","874","2011","11"
"4373","TOYOTA IQ","113","2011","11"
"4374","VW FOX","153","2011","11"
"4375","VW UP","409","2011","11"
"4376","SONSTIGE","4","2011","11"
"4377",NA,NA,"2011","11"
"4378","ZUSAMMEN","12586","2011","11"
"4379",NA,NA,"2011","11"
"4380","SMALL_CARS",NA,"2011","11"
"4381",NA,NA,"2011","11"
"4382","ALFA MITO","150","2011","11"
"4383","AUDI A1, S1","3971","2011","11"
"4384","BMW MINI","3240","2011","11"
"4385","CHEVROLET KALOS, AVEO","596","2011","11"
"4386","CITROEN C2","-","2011","11"
"4387","CITROEN C3","790","2011","11"
"4388","CITROEN DS3","512","2011","11"
"4389","DAIHATSU COPEN","2","2011","11"
"4390","DAIHATSU MATERIA","33","2011","11"
"4391","DAIHATSU SIRION","87","2011","11"
"4392","FIAT PUNTO","1679","2011","11"
"4393","FORD FIESTA","4791","2011","11"
"4394","FORD FUSION","225","2011","11"
"4395","HONDA INSIGHT","1","2011","11"
"4396","HONDA JAZZ","1120","2011","11"
"4397","HYUNDAI GETZ","-","2011","11"
"4398","HYUNDAI I 20","1956","2011","11"
"4399","KIA PICANTO","412","2011","11"
"4400","KIA VENGA","692","2011","11"
"4401","MAZDA 2","716","2011","11"
"4402","MITSUBISHI COLT","732","2011","11"
"4403","NISSAN JUKE","644","2011","11"
"4404","NISSAN MICRA","815","2011","11"
"4405","OPEL CORSA","5824","2011","11"
"4406","PEUGEOT 206","467","2011","11"
"4407","PEUGEOT 207","1365","2011","11"
"4408","RENAULT CLIO","1900","2011","11"
"4409","RENAULT WIND","79","2011","11"
"4410","SEAT IBIZA, CORDOBA","2090","2011","11"
"4411","SKODA FABIA","2836","2011","11"
"4412","SUBARU JUSTY","1","2011","11"
"4413","SUZUKI SWIFT","1367","2011","11"
"4414","SUZUKI SX4","695","2011","11"
"4415","TOYOTA YARIS, DAIHATSU CHARADE","1342","2011","11"
"4416","VW POLO","7825","2011","11"
"4417","SONSTIGE","-","2011","11"
"4418",NA,NA,"2011","11"
"4419","ZUSAMMEN","48955","2011","11"
"4420",NA,NA,"2011","11"
"4421","COMPACT_CARS",NA,"2011","11"
"4422",NA,NA,"2011","11"
"4423","ALFA GIULIETTA","374","2011","11"
"4424","ALFA 147, GT","1","2011","11"
"4425","AUDI A3, S3, RS3","5627","2011","11"
"4426","BMW 1ER","5787","2011","11"
"4427","CHEVROLET CRUZE","221","2011","11"
"4428","CHEVROLET NUBIRA","3","2011","11"
"4429","CITROEN C4","1345","2011","11"
"4430","CITROEN DS4","418","2011","11"
"4431","DACIA LOGAN","932","2011","11"
"4432","DACIA SANDERO","1205","2011","11"
"4433","DODGE CALIBER","2","2011","11"
"4434","FIAT BRAVO, BRAVA","85","2011","11"
"4435","FORD FOCUS","5106","2011","11"
"4436","GM CHEVROLET VOLT","1","2011","11"
"4437","HONDA CIVIC","316","2011","11"
"4438","HYUNDAI I 30","1825","2011","11"
"4439","KIA CEED","1255","2011","11"
"4440","KIA RIO","668","2011","11"
"4441","LADA 1118","6","2011","11"
"4442","LADA 2170","3","2011","11"
"4443","LANCIA DELTA","36","2011","11"
"4444","LEXUS CT","155","2011","11"
"4445","MAZDA MX-5","62","2011","11"
"4446","MAZDA 3","671","2011","11"
"4447","MERCEDES A-KLASSE","4902","2011","11"
"4448","MITSUBISHI LANCER","204","2011","11"
"4449","NISSAN LEAF","5","2011","11"
"4450","NISSAN TIIDA","-","2011","11"
"4451","OPEL AMPERA","22","2011","11"
"4452","OPEL ASTRA","7586","2011","11"
"4453","PEUGEOT 308","1136","2011","11"
"4454","RENAULT FLUENCE","32","2011","11"
"4455","RENAULT MEGANE","2368","2011","11"
"4456","SKODA OCTAVIA","4346","2011","11"
"4457","SUBARU IMPREZA","55","2011","11"
"4458","TOYOTA AURIS","992","2011","11"
"4459","TOYOTA PRIUS","139","2011","11"
"4460","TOYOTA VERSO","646","2011","11"
"4461","VOLVO C30","177","2011","11"
"4462","VW BEETLE","640","2011","11"
"4463","VW EOS","307","2011","11"
"4464","VW GOLF, JETTA","21355","2011","11"
"4465","SONSTIGE","2","2011","11"
"4466",NA,NA,"2011","11"
"4467","ZUSAMMEN","71018","2011","11"
"4468",NA,NA,"2011","11"
"4469","MIDSIZE_CARS",NA,"2011","11"
"4470",NA,NA,"2011","11"
"4471","ALFA 159, BRERA, GTV, SPIDER","126","2011","11"
"4472","ALPINA D3","19","2011","11"
"4473","AUDI A4, S4","5217","2011","11"
"4474","AUDI A5, S5, RS5","1847","2011","11"
"4475","BMW 3ER","5374","2011","11"
