"","Model","Quantity","Year","Month","Class"
"22721","VW GOLF",17392,2015,12,"COMPACT_CARS"
"22722","VW JETTA",75,2015,12,"COMPACT_CARS"
"22723","OTHER_MODEL",3,2015,12,"COMPACT_CARS"
"22724","ZUSAMMEN",61661,2015,12,"COMPACT_CARS"
"22726","ALPINA B3",12,2015,12,"MIDSIZE_CARS"
"22727","ALPINA B4",4,2015,12,"MIDSIZE_CARS"
"22728","ALPINA D3",14,2015,12,"MIDSIZE_CARS"
"22729","AUDI A4, S4, RS4",2644,2015,12,"MIDSIZE_CARS"
"22730","AUDI A5, S5, RS5",1195,2015,12,"MIDSIZE_CARS"
"22731","BMW 3ER",3742,2015,12,"MIDSIZE_CARS"
"22732","BMW 4ER",1193,2015,12,"MIDSIZE_CARS"
"22733","CADILLAC ATS",17,2015,12,"MIDSIZE_CARS"
"22734","CITROEN C5",108,2015,12,"MIDSIZE_CARS"
"22735","CITROEN DS5",66,2015,12,"MIDSIZE_CARS"
"22736","FORD MONDEO",1390,2015,12,"MIDSIZE_CARS"
"22737","HONDA ACCORD",0,2015,12,"MIDSIZE_CARS"
"22738","HYUNDAI COUPE",0,2015,12,"MIDSIZE_CARS"
"22739","HYUNDAI ELANTRA",0,2015,12,"MIDSIZE_CARS"
"22740","HYUNDAI I 40",822,2015,12,"MIDSIZE_CARS"
"22741","INFINITI Q50",18,2015,12,"MIDSIZE_CARS"
"22742","INFINITI Q60",0,2015,12,"MIDSIZE_CARS"
"22743","JAGUAR XE",206,2015,12,"MIDSIZE_CARS"
"22744","KIA OPTIMA",24,2015,12,"MIDSIZE_CARS"
"22745","LEXUS IS",31,2015,12,"MIDSIZE_CARS"
"22746","LEXUS RC F",21,2015,12,"MIDSIZE_CARS"
"22747","MAZDA 6",326,2015,12,"MIDSIZE_CARS"
"22748","MERCEDES C-KLASSE",4377,2015,12,"MIDSIZE_CARS"
"22749","MERCEDES CLA-KLASSE",1679,2015,12,"MIDSIZE_CARS"
"22750","OPEL CASCADA",111,2015,12,"MIDSIZE_CARS"
"22751","OPEL INSIGNIA",1588,2015,12,"MIDSIZE_CARS"
"22752","PEUGEOT 508",230,2015,12,"MIDSIZE_CARS"
"22753","RENAULT LAGUNA",6,2015,12,"MIDSIZE_CARS"
"22754","RENAULT TALISMAN",7,2015,12,"MIDSIZE_CARS"
"22755","SKODA SUPERB",1855,2015,12,"MIDSIZE_CARS"
"22756","SUBARU LEGACY",48,2015,12,"MIDSIZE_CARS"
"22757","SUBARU LEVORG",65,2015,12,"MIDSIZE_CARS"
"22758","SUZUKI KIZASHI",0,2015,12,"MIDSIZE_CARS"
"22759","TOYOTA AVENSIS",649,2015,12,"MIDSIZE_CARS"
"22760","VOLVO 40",582,2015,12,"MIDSIZE_CARS"
"22761","VOLVO 60",486,2015,12,"MIDSIZE_CARS"
"22762","VW PASSAT",7275,2015,12,"MIDSIZE_CARS"
"22763","VW SCIROCCO",129,2015,12,"MIDSIZE_CARS"
"22764","OTHER_MODEL",0,2015,12,"MIDSIZE_CARS"
"22765","ZUSAMMEN",30920,2015,12,"MIDSIZE_CARS"
"22767","ALPINA B5",1,2015,12,"EXECUTIVE_CARS"
"22768","ALPINA B6",5,2015,12,"EXECUTIVE_CARS"
"22769","ALPINA D5 BITURBO",3,2015,12,"EXECUTIVE_CARS"
"22770","AUDI A6, S6, RS6",3009,2015,12,"EXECUTIVE_CARS"
"22771","BMW 5ER",2549,2015,12,"EXECUTIVE_CARS"
"22772","INFINITI M",11,2015,12,"EXECUTIVE_CARS"
"22773","JAGUAR XF",77,2015,12,"EXECUTIVE_CARS"
"22774","LEXUS GS",7,2015,12,"EXECUTIVE_CARS"
"22775","MERCEDES E-KLASSE",2009,2015,12,"EXECUTIVE_CARS"
"22776","VOLVO 70",336,2015,12,"EXECUTIVE_CARS"
"22777","VOLVO 80",30,2015,12,"EXECUTIVE_CARS"
"22778","OTHER_MODEL",2,2015,12,"EXECUTIVE_CARS"
"22779","ZUSAMMEN",8039,2015,12,"EXECUTIVE_CARS"
"22781","ALPINA B7 BITURBO",0,2015,12,"LUXURY_VEHICLES"
"22782","AUDI A7, S7, RS7",217,2015,12,"LUXURY_VEHICLES"
"22783","AUDI A8, S8",164,2015,12,"LUXURY_VEHICLES"
"22784","BENTLEY CONTINENTAL",40,2015,12,"LUXURY_VEHICLES"
"22785","BENTLEY MULSANNE",0,2015,12,"LUXURY_VEHICLES"
"22786","BMW 6ER",120,2015,12,"LUXURY_VEHICLES"
"22787","BMW 7ER",352,2015,12,"LUXURY_VEHICLES"
"22788","CADILLAC CTS",3,2015,12,"LUXURY_VEHICLES"
"22789","JAGUAR XJ",23,2015,12,"LUXURY_VEHICLES"
"22790","LEXUS LS",1,2015,12,"LUXURY_VEHICLES"
"22791","MASERATI QUATTROPORTE",12,2015,12,"LUXURY_VEHICLES"
"22792","MAYBACH",0,2015,12,"LUXURY_VEHICLES"
"22793","MERCEDES CL-KLASSE",0,2015,12,"LUXURY_VEHICLES"
"22794","MERCEDES CLS",326,2015,12,"LUXURY_VEHICLES"
"22795","MERCEDES S-KLASSE",481,2015,12,"LUXURY_VEHICLES"
"22796","PORSCHE PANAMERA",78,2015,12,"LUXURY_VEHICLES"
"22797","ROLLS-ROYCE GHOST",4,2015,12,"LUXURY_VEHICLES"
"22798","ROLLS-ROYCE PHANTOM",2,2015,12,"LUXURY_VEHICLES"
"22799","ROLLS-ROYCE WRAITH",7,2015,12,"LUXURY_VEHICLES"
"22800","TESLA MODEL S",234,2015,12,"LUXURY_VEHICLES"
"22801","VW PHAETON",28,2015,12,"LUXURY_VEHICLES"
"22802","ZUSAMMEN",2092,2015,12,"LUXURY_VEHICLES"
"22804","ALPINA XD3 BITURBO",10,2015,12,"SUVs"
"22805","BMW X1",2277,2015,12,"SUVs"
"22806","BMW X4",412,2015,12,"SUVs"
"22807","CADILLAC SRX",7,2015,12,"SUVs"
"22808","CHEVROLET TRAX",1,2015,12,"SUVs"
"22809","CITROEN C4 CACTUS",513,2015,12,"SUVs"
"22810","DACIA DUSTER",1368,2015,12,"SUVs"
"22811","FIAT SEDICI",0,2015,12,"SUVs"
"22812","FORD ECOSPORT",689,2015,12,"SUVs"
"22813","FORD KUGA",2521,2015,12,"SUVs"
"22814","HONDA CR-V",732,2015,12,"SUVs"
"22815","HONDA HR-V",355,2015,12,"SUVs"
"22816","HYUNDAI IX 35",1278,2015,12,"SUVs"
"22817","INFINITI EX",1,2015,12,"SUVs"
"22818","INFINITI FX",43,2015,12,"SUVs"
"22819","KIA SPORTAGE",900,2015,12,"SUVs"
"22820","LADA NIVA",66,2015,12,"SUVs"
"22821","LEXUS NX",105,2015,12,"SUVs"
"22822","LEXUS RX",21,2015,12,"SUVs"
"22823","MAZDA CX-3",798,2015,12,"SUVs"
"22824","MAZDA CX-5",1159,2015,12,"SUVs"
"22825","MAZDA CX-9",10,2015,12,"SUVs"
"22826","MERCEDES GLA",1043,2015,12,"SUVs"
"22827","MERCEDES GLK, GLC",1981,2015,12,"SUVs"
"22828","MITSUBISHI ASX",569,2015,12,"SUVs"
"22829","MITSUBISHI OUTLANDER",251,2015,12,"SUVs"
"22830","NISSAN MURANO",4,2015,12,"SUVs"
"22831","NISSAN QASHQAI",2274,2015,12,"SUVs"
"22832","OPEL ANTARA",2,2015,12,"SUVs"
"22833","OPEL MOKKA",2407,2015,12,"SUVs"
"22834","PEUGEOT 2008",915,2015,12,"SUVs"
"22835","PEUGEOT 4008",12,2015,12,"SUVs"
"22836","RENAULT CAPTUR",1334,2015,12,"SUVs"
"22837","RENAULT KADJAR",1560,2015,12,"SUVs"
"22838","RENAULT KOLEOS",3,2015,12,"SUVs"
"22839","SKODA YETI",1189,2015,12,"SUVs"
"22840","SSANGYONG KORANDO",40,2015,12,"SUVs"
"22841","SSANGYONG TIVOLI",64,2015,12,"SUVs"
"22842","SUBARU XV",28,2015,12,"SUVs"
"22843","SUZUKI SX4",557,2015,12,"SUVs"
"22844","SUZUKI VITARA",874,2015,12,"SUVs"
"22845","TOYOTA RAV 4",243,2015,12,"SUVs"
"22846","VOLVO XC70",108,2015,12,"SUVs"
"22847","OTHER_MODEL",0,2015,12,"SUVs"
"22848","ZUSAMMEN",28724,2015,12,"SUVs"
"22850","AUDI Q3",1515,2015,12,"OFFROAD_VEHICLE"
"22851","AUDI Q5",1194,2015,12,"OFFROAD_VEHICLE"
"22852","AUDI Q7",711,2015,12,"OFFROAD_VEHICLE"
"22853","BMW X3",1168,2015,12,"OFFROAD_VEHICLE"
"22854","BMW X5",807,2015,12,"OFFROAD_VEHICLE"
"22855","BMW X6",240,2015,12,"OFFROAD_VEHICLE"
"22856","CADILLAC ESCALADE",8,2015,12,"OFFROAD_VEHICLE"
"22857","HYUNDAI SANTA FE",139,2015,12,"OFFROAD_VEHICLE"
"22858","JEEP CHEROKEE",138,2015,12,"OFFROAD_VEHICLE"
"22859","JEEP COMPASS",9,2015,12,"OFFROAD_VEHICLE"
"22860","JEEP GRAND CHEROKEE",363,2015,12,"OFFROAD_VEHICLE"
"22861","JEEP RENEGADE",310,2015,12,"OFFROAD_VEHICLE"
"22862","JEEP WRANGLER",155,2015,12,"OFFROAD_VEHICLE"
"22863","KIA SORENTO",331,2015,12,"OFFROAD_VEHICLE"
"22864","LAND ROVER DISCOVERY",152,2015,12,"OFFROAD_VEHICLE"
"22865","LAND ROVER DISCOVERY SPORT",370,2015,12,"OFFROAD_VEHICLE"
"22866","LAND ROVER FREELANDER",0,2015,12,"OFFROAD_VEHICLE"
"22867","LAND ROVER RANGE ROVER",295,2015,12,"OFFROAD_VEHICLE"
"22868","LAND ROVER RANGE ROVER EVO.",475,2015,12,"OFFROAD_VEHICLE"
"22869","LAND ROVER RANGE ROVER SPORT",369,2015,12,"OFFROAD_VEHICLE"
"22870","MERCEDES G-KLASSE",240,2015,12,"OFFROAD_VEHICLE"
"22871","MERCEDES GL-KLASSE, GLS",103,2015,12,"OFFROAD_VEHICLE"
"22872","MERCEDES ML-KLASSE, GLE",1270,2015,12,"OFFROAD_VEHICLE"
"22873","MITSUBISHI PAJERO",179,2015,12,"OFFROAD_VEHICLE"
"22874","NISSAN PATHFINDER",0,2015,12,"OFFROAD_VEHICLE"
"22875","NISSAN X-TRAIL",476,2015,12,"OFFROAD_VEHICLE"
"22876","PORSCHE CAYENNE",254,2015,12,"OFFROAD_VEHICLE"
"22877","PORSCHE MACAN",398,2015,12,"OFFROAD_VEHICLE"
"22878","SSANGYONG REXTON",41,2015,12,"OFFROAD_VEHICLE"
"22879","SUBARU FORESTER",225,2015,12,"OFFROAD_VEHICLE"
"22880","SUZUKI GRAND VITARA",0,2015,12,"OFFROAD_VEHICLE"
"22881","SUZUKI JIMNY",345,2015,12,"OFFROAD_VEHICLE"
"22882","TOYOTA LANDCRUISER",74,2015,12,"OFFROAD_VEHICLE"
"22883","VOLVO XC60",1498,2015,12,"OFFROAD_VEHICLE"
"22884","VOLVO XC90",934,2015,12,"OFFROAD_VEHICLE"
"22885","VW TIGUAN",5003,2015,12,"OFFROAD_VEHICLE"
"22886","VW TOUAREG",734,2015,12,"OFFROAD_VEHICLE"
"22887","OTHER_MODEL",0,2015,12,"OFFROAD_VEHICLE"
"22888","ZUSAMMEN",20523,2015,12,"OFFROAD_VEHICLE"
"22890","ALFA 8C COMPETIZIONE",0,2015,12,"SPORTS_CARS"
"22891","ASTON MARTIN DBS",0,2015,12,"SPORTS_CARS"
"22892","ASTON MARTIN DB9",5,2015,12,"SPORTS_CARS"
"22893","ASTON MARTIN RAPIDE",4,2015,12,"SPORTS_CARS"
"22894","ASTON MARTIN VANQUISH",4,2015,12,"SPORTS_CARS"
"22895","ASTON MARTIN V8",5,2015,12,"SPORTS_CARS"
"22896","ASTON MARTIN V12",3,2015,12,"SPORTS_CARS"
"22897","AUDI R8",49,2015,12,"SPORTS_CARS"
"22898","AUDI TT",288,2015,12,"SPORTS_CARS"
"22899","BMW I8",15,2015,12,"SPORTS_CARS"
"22900","BMW Z1",0,2015,12,"SPORTS_CARS"
"22901","BMW Z4",41,2015,12,"SPORTS_CARS"
"22902","CHEVROLET CAMARO",9,2015,12,"SPORTS_CARS"
"22903","CHEVROLET CORVETTE",35,2015,12,"SPORTS_CARS"
"22904","DODGE VIPER",0,2015,12,"SPORTS_CARS"
"22905","FERRARI CALIFORNIA",7,2015,12,"SPORTS_CARS"
"22906","FERRARI F 12",0,2015,12,"SPORTS_CARS"
"22907","FERRARI FF",1,2015,12,"SPORTS_CARS"
"22908","FERRARI 458",1,2015,12,"SPORTS_CARS"
"22909","FERRARI 488 GTB",20,2015,12,"SPORTS_CARS"
"22910","FERRARI 599 GTB",0,2015,12,"SPORTS_CARS"
"22911","FERRARI 599 GTO",0,2015,12,"SPORTS_CARS"
"22912","FORD MUSTANG",183,2015,12,"SPORTS_CARS"
"22913","HONDA CR-Z",0,2015,12,"SPORTS_CARS"
"22914","HYUNDAI VELOSTER",3,2015,12,"SPORTS_CARS"
"22915","JAGUAR F-TYPE",50,2015,12,"SPORTS_CARS"
"22916","JAGUAR XK",0,2015,12,"SPORTS_CARS"
"22917","LAMBORGHINI AVENTADOR",4,2015,12,"SPORTS_CARS"
"22918","LAMBORGHINI GALLARDO",0,2015,12,"SPORTS_CARS"
"22919","LOTUS ELISE",0,2015,12,"SPORTS_CARS"
"22920","LOTUS EVORA",1,2015,12,"SPORTS_CARS"
"22921","LOTUS EXIGE",3,2015,12,"SPORTS_CARS"
"22922","MASERATI GHIBLI",48,2015,12,"SPORTS_CARS"
"22923","MASERATI GRANTURISMO",4,2015,12,"SPORTS_CARS"
"22924","MERCEDES AMG GT",31,2015,12,"SPORTS_CARS"
"22925","MERCEDES CLK",0,2015,12,"SPORTS_CARS"
"22926","MERCEDES E-KLASSE COUPE",120,2015,12,"SPORTS_CARS"
"22927","MERCEDES SL",40,2015,12,"SPORTS_CARS"
"22928","MERCEDES SLK",148,2015,12,"SPORTS_CARS"
"22929","MERCEDES SLS AMG",1,2015,12,"SPORTS_CARS"
"22930","MORGAN AERO 8",0,2015,12,"SPORTS_CARS"
"22931","MORGAN 4/4",0,2015,12,"SPORTS_CARS"
"22932","NISSAN GT-R",1,2015,12,"SPORTS_CARS"
"22933","NISSAN 370Z",10,2015,12,"SPORTS_CARS"
"22934","OPEL SPEEDSTER",0,2015,12,"SPORTS_CARS"
"22935","PEUGEOT RCZ",22,2015,12,"SPORTS_CARS"
"22936","PORSCHE BOXSTER",102,2015,12,"SPORTS_CARS"
"22937","PORSCHE CAYMAN",43,2015,12,"SPORTS_CARS"
"22938","PORSCHE 911",418,2015,12,"SPORTS_CARS"
"22939","SUBARU BRZ",6,2015,12,"SPORTS_CARS"
"22940","TOYOTA GT 86",30,2015,12,"SPORTS_CARS"
"22941","WIESMANN GT",0,2015,12,"SPORTS_CARS"
"22942","WIESMANN ROADSTER",0,2015,12,"SPORTS_CARS"
"22943","OTHER_MODEL",0,2015,12,"SPORTS_CARS"
"22944","ZUSAMMEN",1755,2015,12,"SPORTS_CARS"
"22946","DACIA LODGY",283,2015,12,"MINI_VANS"
"22947","FORD B-MAX",761,2015,12,"MINI_VANS"
"22948","FORD C-MAX",1281,2015,12,"MINI_VANS"
"22949","HYUNDAI IX 20",363,2015,12,"MINI_VANS"
"22950","KIA SOUL",1035,2015,12,"MINI_VANS"
"22951","KIA VENGA",302,2015,12,"MINI_VANS"
"22952","MERCEDES B-KLASSE",1732,2015,12,"MINI_VANS"
"22953","NISSAN NOTE",431,2015,12,"MINI_VANS"
"22954","OPEL MERIVA",792,2015,12,"MINI_VANS"
"22955","PEUGEOT 3008",144,2015,12,"MINI_VANS"
"22956","RENAULT SCENIC",1910,2015,12,"MINI_VANS"
"22957","SEAT ALTEA",104,2015,12,"MINI_VANS"
"22958","SKODA ROOMSTER",31,2015,12,"MINI_VANS"
"22959","TOYOTA VERSO-S",33,2015,12,"MINI_VANS"
"22960","OTHER_MODEL",0,2015,12,"MINI_VANS"
"22961","ZUSAMMEN",9202,2015,12,"MINI_VANS"
"22963","CHEVROLET ORLANDO",0,2015,12,"LARGE_VANS"
"22964","FIAT FREEMONT",164,2015,12,"LARGE_VANS"
"22965","FORD GALAXY",447,2015,12,"LARGE_VANS"
"22966","FORD GRAND C-MAX",533,2015,12,"LARGE_VANS"
"22967","FORD S-MAX",1077,2015,12,"LARGE_VANS"
"22968","KIA CARENS",135,2015,12,"LARGE_VANS"
"22969","LANCIA VOYAGER",1,2015,12,"LARGE_VANS"
"22970","MAZDA 5",0,2015,12,"LARGE_VANS"
"22971","MERCEDES V-KLASSE",1359,2015,12,"LARGE_VANS"
"22972","OPEL ZAFIRA",871,2015,12,"LARGE_VANS"
"22973","PEUGEOT 5008",95,2015,12,"LARGE_VANS"
"22974","RENAULT ESPACE",320,2015,12,"LARGE_VANS"
"22975","SEAT ALHAMBRA",912,2015,12,"LARGE_VANS"
"22976","SSANGYONG RODIUS",10,2015,12,"LARGE_VANS"
"22977","TOYOTA PRIUS PLUS",73,2015,12,"LARGE_VANS"
"22978","TOYOTA VERSO",298,2015,12,"LARGE_VANS"
"22979","VW SHARAN",938,2015,12,"LARGE_VANS"
"22980","VW TOURAN",4090,2015,12,"LARGE_VANS"
"22981","OTHER_MODEL",0,2015,12,"LARGE_VANS"
"22982","ZUSAMMEN",11323,2015,12,"LARGE_VANS"
"22984","CITROEN BERLINGO",712,2015,12,"UTILITIES"
"22985","CITROEN JUMPER",29,2015,12,"UTILITIES"
"22986","CITROEN JUMPY",10,2015,12,"UTILITIES"
"22987","DACIA DOKKER",492,2015,12,"UTILITIES"
"22988","FIAT DOBLO",107,2015,12,"UTILITIES"
"22989","FIAT DUCATO",79,2015,12,"UTILITIES"
"22990","FIAT FIORINO",36,2015,12,"UTILITIES"
"22991","FIAT SCUDO",16,2015,12,"UTILITIES"
"22992","FORD TRANSIT CONNECT",535,2015,12,"UTILITIES"
"22993","FORD TRANSIT COURIER",275,2015,12,"UTILITIES"
"22994","FORD TRANSIT, TOURNEO",1393,2015,12,"UTILITIES"
"22995","HYUNDAI H-1 STAREX",27,2015,12,"UTILITIES"
"22996","MERCEDES CITAN",372,2015,12,"UTILITIES"
"22997","MERCEDES SPRINTER",299,2015,12,"UTILITIES"
"22998","MERCEDES VITO",467,2015,12,"UTILITIES"
"22999","NISSAN NV200",166,2015,12,"UTILITIES"
"23000","NISSAN NV400",10,2015,12,"UTILITIES"
"23001","OPEL COMBO",54,2015,12,"UTILITIES"
"23002","OPEL MOVANO",16,2015,12,"UTILITIES"
"23003","OPEL VIVARO",398,2015,12,"UTILITIES"
"23004","PEUGEOT BIPPER",0,2015,12,"UTILITIES"
"23005","PEUGEOT BOXER",56,2015,12,"UTILITIES"
"23006","PEUGEOT EXPERT",5,2015,12,"UTILITIES"
"23007","PEUGEOT PARTNER",276,2015,12,"UTILITIES"
"23008","RENAULT KANGOO",371,2015,12,"UTILITIES"
"23009","RENAULT MASTER",47,2015,12,"UTILITIES"
"23010","RENAULT TRAFIC",223,2015,12,"UTILITIES"
"23011","VW CADDY",2304,2015,12,"UTILITIES"
"23012","VW CRAFTER",102,2015,12,"UTILITIES"
"23013","VW TRANSPORTER",2588,2015,12,"UTILITIES"
"23014","OTHER_MODEL",3,2015,12,"UTILITIES"
"23015","ZUSAMMEN",11468,2015,12,"UTILITIES"
"23017","CITROEN JUMPER",80,2015,12,"RVs"
"23018","CITROEN JUMPY",2,2015,12,"RVs"
"23019","FIAT DUCATO",495,2015,12,"RVs"
"23020","FORD TRANSIT, TOURNEO",37,2015,12,"RVs"
"23021","IVECO DAILY",16,2015,12,"RVs"
"23022","MERCEDES SPRINTER",27,2015,12,"RVs"
"23023","MERCEDES V-KLASSE",48,2015,12,"RVs"
"23024","NISSAN NV200",0,2015,12,"RVs"
"23025","PEUGEOT BOXER",4,2015,12,"RVs"
"23026","PEUGEOT EXPERT",0,2015,12,"RVs"
"23027","RENAULT MASTER",1,2015,12,"RVs"
"23028","VW TRANSPORTER",111,2015,12,"RVs"
"23029","OTHER_MODEL",41,2015,12,"RVs"
"23030","ZUSAMMEN",862,2015,12,"RVs"
"23032","CITROEN C-ZERO",8,2016,1,"MINIS"
"23033","CITROEN C1",567,2016,1,"MINIS"
"23034","FIAT PANDA",653,2016,1,"MINIS"
"23035","FIAT 500",2159,2016,1,"MINIS"
"23036","FORD KA",349,2016,1,"MINIS"
"23037","HYUNDAI I 10",1019,2016,1,"MINIS"
"23038","KIA PICANTO",669,2016,1,"MINIS"
"23039","MITSUBISHI I-MIEV",5,2016,1,"MINIS"
"23040","OPEL ADAM",1908,2016,1,"MINIS"
"23041","OPEL KARL",1115,2016,1,"MINIS"
"23042","PEUGEOT ION",5,2016,1,"MINIS"
"23043","PEUGEOT 108",244,2016,1,"MINIS"
"23044","RENAULT TWINGO",967,2016,1,"MINIS"
"23045","SEAT MII",413,2016,1,"MINIS"
"23046","SKODA CITIGO",507,2016,1,"MINIS"
"23047","SMART FORTWO",1253,2016,1,"MINIS"
"23048","SUZUKI CELERIO",227,2016,1,"MINIS"
"23049","TOYOTA AYGO",818,2016,1,"MINIS"
"23050","VW UP",2498,2016,1,"MINIS"
"23051","OTHER_MODEL",1,2016,1,"MINIS"
"23052","ZUSAMMEN",15385,2016,1,"MINIS"
"23054","ALFA MITO",27,2016,1,"SMALL_CARS"
"23055","AUDI A1, S1",2198,2016,1,"SMALL_CARS"
"23056","BMW I3",149,2016,1,"SMALL_CARS"
"23057","CITROEN C3",477,2016,1,"SMALL_CARS"
"23058","DS DS3",407,2016,1,"SMALL_CARS"
"23059","FIAT PUNTO",252,2016,1,"SMALL_CARS"
"23060","FORD FIESTA",1955,2016,1,"SMALL_CARS"
"23061","HONDA JAZZ",801,2016,1,"SMALL_CARS"
"23062","HYUNDAI I 20",808,2016,1,"SMALL_CARS"
"23063","KIA RIO",304,2016,1,"SMALL_CARS"
"23064","MAZDA 2",761,2016,1,"SMALL_CARS"
"23065","MINI",2678,2016,1,"SMALL_CARS"
"23066","MITSUBISHI MIRAGE, SPACE STAR",1257,2016,1,"SMALL_CARS"
"23067","NISSAN JUKE",850,2016,1,"SMALL_CARS"
"23068","NISSAN MICRA",931,2016,1,"SMALL_CARS"
"23069","OPEL CORSA",3253,2016,1,"SMALL_CARS"
"23070","PEUGEOT 208",850,2016,1,"SMALL_CARS"
"23071","RENAULT CLIO",1607,2016,1,"SMALL_CARS"
"23072","RENAULT ZOE",134,2016,1,"SMALL_CARS"
"23073","SEAT IBIZA",1525,2016,1,"SMALL_CARS"
"23074","SKODA FABIA",2380,2016,1,"SMALL_CARS"
"23075","SMART FORFOUR",847,2016,1,"SMALL_CARS"
"23076","SUZUKI SWIFT",372,2016,1,"SMALL_CARS"
"23077","TOYOTA YARIS",776,2016,1,"SMALL_CARS"
"23078","VW POLO",5888,2016,1,"SMALL_CARS"
"23079","OTHER_MODEL",3,2016,1,"SMALL_CARS"
"23080","ZUSAMMEN",31490,2016,1,"SMALL_CARS"
"23082","ALFA GIULIETTA",155,2016,1,"COMPACT_CARS"
"23083","AUDI A3, S3, RS3",4444,2016,1,"COMPACT_CARS"
"23084","BMW 1ER",3048,2016,1,"COMPACT_CARS"
"23085","BMW 2ER",3460,2016,1,"COMPACT_CARS"
"23086","CITROEN C4",873,2016,1,"COMPACT_CARS"
"23087","DACIA LOGAN",395,2016,1,"COMPACT_CARS"
"23088","DACIA SANDERO",1247,2016,1,"COMPACT_CARS"
"23089","DS DS4",80,2016,1,"COMPACT_CARS"
"23090","FORD FOCUS",2762,2016,1,"COMPACT_CARS"
"23091","HONDA CIVIC",360,2016,1,"COMPACT_CARS"
"23092","HYUNDAI I 30",1365,2016,1,"COMPACT_CARS"
"23093","INFINITI Q30",5,2016,1,"COMPACT_CARS"
"23094","KIA CEED",585,2016,1,"COMPACT_CARS"
"23095","LADA GRANTA",14,2016,1,"COMPACT_CARS"
"23096","LEXUS CT",12,2016,1,"COMPACT_CARS"
"23097","MAZDA MX-5",268,2016,1,"COMPACT_CARS"
"23098","MAZDA 3",846,2016,1,"COMPACT_CARS"
"23099","MERCEDES A-KLASSE",2094,2016,1,"COMPACT_CARS"
"23100","MITSUBISHI LANCER",95,2016,1,"COMPACT_CARS"
"23101","NISSAN LEAF",76,2016,1,"COMPACT_CARS"
"23102","NISSAN PULSAR",311,2016,1,"COMPACT_CARS"
"23103","OPEL ASTRA",4818,2016,1,"COMPACT_CARS"
"23104","PEUGEOT 308",819,2016,1,"COMPACT_CARS"
"23105","RENAULT MEGANE",538,2016,1,"COMPACT_CARS"
"23106","SEAT LEON",2757,2016,1,"COMPACT_CARS"
"23107","SEAT TOLEDO",88,2016,1,"COMPACT_CARS"
"23108","SKODA OCTAVIA",3371,2016,1,"COMPACT_CARS"
"23109","SKODA RAPID",850,2016,1,"COMPACT_CARS"
"23110","SUBARU IMPREZA",19,2016,1,"COMPACT_CARS"
"23111","SUBARU WRX",15,2016,1,"COMPACT_CARS"
"23112","TOYOTA AURIS",1108,2016,1,"COMPACT_CARS"
"23113","TOYOTA COROLLA",32,2016,1,"COMPACT_CARS"
"23114","TOYOTA PRIUS",25,2016,1,"COMPACT_CARS"
"23115","VW BEETLE",558,2016,1,"COMPACT_CARS"
"23116","VW GOLF",16455,2016,1,"COMPACT_CARS"
"23117","VW JETTA",64,2016,1,"COMPACT_CARS"
"23118","OTHER_MODEL",0,2016,1,"COMPACT_CARS"
"23119","ZUSAMMEN",54012,2016,1,"COMPACT_CARS"
"23121","ALPINA B3",5,2016,1,"MIDSIZE_CARS"
"23122","ALPINA D3",8,2016,1,"MIDSIZE_CARS"
"23123","AUDI A4, S4, RS4",3358,2016,1,"MIDSIZE_CARS"
"23124","AUDI A5, S5, RS5",1525,2016,1,"MIDSIZE_CARS"
"23125","BMW 3ER",2816,2016,1,"MIDSIZE_CARS"
"23126","BMW 4ER",1089,2016,1,"MIDSIZE_CARS"
"23127","CITROEN C5",140,2016,1,"MIDSIZE_CARS"
"23128","DS DS5",26,2016,1,"MIDSIZE_CARS"
"23129","FORD MONDEO",1625,2016,1,"MIDSIZE_CARS"
"23130","HYUNDAI COUPE",5,2016,1,"MIDSIZE_CARS"
"23131","HYUNDAI I 40",196,2016,1,"MIDSIZE_CARS"
"23132","INFINITI Q50",6,2016,1,"MIDSIZE_CARS"
"23133","JAGUAR XE",164,2016,1,"MIDSIZE_CARS"
"23134","KIA OPTIMA",87,2016,1,"MIDSIZE_CARS"
"23135","LEXUS IS",10,2016,1,"MIDSIZE_CARS"
"23136","MAZDA 6",418,2016,1,"MIDSIZE_CARS"
"23137","MERCEDES C-KLASSE",4807,2016,1,"MIDSIZE_CARS"
"23138","MERCEDES CLA-KLASSE",1608,2016,1,"MIDSIZE_CARS"
"23139","OPEL CASCADA",119,2016,1,"MIDSIZE_CARS"
"23140","OPEL INSIGNIA",1050,2016,1,"MIDSIZE_CARS"
"23141","PEUGEOT 508",130,2016,1,"MIDSIZE_CARS"
"23142","RENAULT TALISMAN",55,2016,1,"MIDSIZE_CARS"
"23143","SKODA SUPERB",1674,2016,1,"MIDSIZE_CARS"
"23144","SUBARU LEGACY",53,2016,1,"MIDSIZE_CARS"
"23145","SUBARU LEVORG",61,2016,1,"MIDSIZE_CARS"
"23146","TOYOTA AVENSIS",258,2016,1,"MIDSIZE_CARS"
"23147","VOLVO 40",298,2016,1,"MIDSIZE_CARS"
"23148","VOLVO 60",232,2016,1,"MIDSIZE_CARS"
"23149","VW PASSAT",6386,2016,1,"MIDSIZE_CARS"
"23150","VW SCIROCCO",111,2016,1,"MIDSIZE_CARS"
"23151","OTHER_MODEL",12,2016,1,"MIDSIZE_CARS"
